transcript_id	gene_id	transcript_name	gene_name	gene_biotype
FBtr0302576	FBgn0038151	yellow-e2-RB	yellow-e2	protein_coding
FBtr0082757	FBgn0041711	yellow-e-RA	yellow-e	protein_coding
FBtr0336956	FBgn0038153	Ir87a-RB	Ir87a	protein_coding
FBtr0346243	FBgn0267151	FBtr0346243	CR45591	ncRNA
FBtr0082785	FBgn0000046	Act87E-RA	Act87E	protein_coding
FBtr0346242	FBgn0000046	Act87E-RC	Act87E	protein_coding
FBtr0082786	FBgn0000046	Act87E-RB	Act87E	protein_coding
FBtr0114374	FBgn0004049	yrt-RB	yrt	protein_coding
FBtr0114376	FBgn0004049	yrt-RD	yrt	protein_coding
FBtr0114375	FBgn0004049	yrt-RC	yrt	protein_coding
FBtr0082793	FBgn0004049	yrt-RA	yrt	protein_coding
FBtr0303300	FBgn0261814	FBtr0303300	CR42756	ncRNA
FBtr0346410	FBgn0267239	FBtr0346410	CR45679	ncRNA
FBtr0303259	FBgn0038156	CG14372-RC	CG14372	protein_coding
FBtr0309090	FBgn0038156	CG14372-RD	CG14372	protein_coding
FBtr0309273	FBgn0040554	FBtr0309273	CR17025	ncRNA
FBtr0346963	FBgn0040554	FBtr0346963	CR17025	ncRNA
FBtr0309274	FBgn0040554	FBtr0309274	CR17025	ncRNA
FBtr0304493	FBgn0262323	FBtr0304493	mir-252	pre_miRNA
FBtr0346988	FBgn0267574	FBtr0346988	CR45914	ncRNA
FBtr0346245	FBgn0267149	FBtr0346245	CR45589	ncRNA
FBtr0082791	FBgn0038157	CG12538-RA	CG12538	protein_coding
FBtr0345167	FBgn0261846	CG42778-RC	CG42778	protein_coding
FBtr0452186	FBgn0284419	FBtr0452186	lncRNA:TS26	ncRNA
FBtr0082790	FBgn0051337	CG31337-RA	CG31337	protein_coding
FBtr0332550	FBgn0264430	FBtr0332550	CR43848	ncRNA
FBtr0082788	FBgn0038158	CG14370-RA	CG14370	protein_coding
FBtr0082789	FBgn0038159	CG14369-RA	CG14369	protein_coding
FBtr0082862	FBgn0038160	CG9759-RB	CG9759	protein_coding
FBtr0344643	FBgn0038160	CG9759-RC	CG9759	protein_coding
FBtr0082861	FBgn0038160	CG9759-RA	CG9759	protein_coding
FBtr0334496	FBgn0003060	CG9757-RB	CG9757	protein_coding
FBtr0082860	FBgn0003060	CG9757-RA	CG9757	protein_coding
FBtr0082794	FBgn0038161	CG9269-RA	CG9269	protein_coding
FBtr0346414	FBgn0267240	FBtr0346414	CR45680	ncRNA
FBtr0346238	FBgn0267154	FBtr0346238	CR45594	ncRNA
FBtr0082795	FBgn0038163	CG10841-RA	CG10841	protein_coding
FBtr0309093	FBgn0038163	CG10841-RB	CG10841	protein_coding
FBtr0309094	FBgn0263396	sqd-RE	sqd	protein_coding
FBtr0082856	FBgn0263396	sqd-RC	sqd	protein_coding
FBtr0082855	FBgn0263396	sqd-RB	sqd	protein_coding
FBtr0082857	FBgn0263396	sqd-RD	sqd	protein_coding
FBtr0082854	FBgn0263396	sqd-RA	sqd	protein_coding
FBtr0082799	FBgn0015778	rin-RE	rin	protein_coding
FBtr0082797	FBgn0015778	rin-RB	rin	protein_coding
FBtr0346347	FBgn0015778	rin-RG	rin	protein_coding
FBtr0346346	FBgn0015778	rin-RF	rin	protein_coding
FBtr0082853	FBgn0010258	Rbp4-RA	Rbp4	protein_coding
FBtr0334495	FBgn0004237	Hrb87F-RE	Hrb87F	protein_coding
FBtr0310621	FBgn0004237	Hrb87F-RD	Hrb87F	protein_coding
FBtr0082851	FBgn0004237	Hrb87F-RA	Hrb87F	protein_coding
FBtr0300590	FBgn0004237	Hrb87F-RC	Hrb87F	protein_coding
FBtr0300588	FBgn0004587	B52-RK	B52	protein_coding
FBtr0300586	FBgn0004587	B52-RI	B52	protein_coding
FBtr0082802	FBgn0004587	B52-RB	B52	protein_coding
FBtr0308196	FBgn0004587	B52-RN	B52	protein_coding
FBtr0082801	FBgn0004587	B52-RA	B52	protein_coding
FBtr0082803	FBgn0004587	B52-RD	B52	protein_coding
FBtr0308195	FBgn0004587	B52-RM	B52	protein_coding
FBtr0308197	FBgn0004587	B52-RO	B52	protein_coding
FBtr0082804	FBgn0004587	B52-RF	B52	protein_coding
FBtr0082806	FBgn0004587	B52-RC	B52	protein_coding
FBtr0334493	FBgn0038165	Task6-RE	Task6	protein_coding
FBtr0334492	FBgn0038165	Task6-RD	Task6	protein_coding
FBtr0334494	FBgn0038165	Task6-RF	Task6	protein_coding
FBtr0301654	FBgn0038165	Task6-RC	Task6	protein_coding
FBtr0082849	FBgn0038166	CG9588-RA	CG9588	protein_coding
FBtr0082812	FBgn0038167	Lkb1-RE	Lkb1	protein_coding
FBtr0082808	FBgn0038167	Lkb1-RA	Lkb1	protein_coding
FBtr0082811	FBgn0038167	Lkb1-RD	Lkb1	protein_coding
FBtr0082810	FBgn0038167	Lkb1-RC	Lkb1	protein_coding
FBtr0082809	FBgn0038167	Lkb1-RB	Lkb1	protein_coding
FBtr0082814	FBgn0038167	Lkb1-RH	Lkb1	protein_coding
FBtr0082815	FBgn0038167	Lkb1-RI	Lkb1	protein_coding
FBtr0082813	FBgn0038167	Lkb1-RF	Lkb1	protein_coding
FBtr0301488	FBgn0038167	Lkb1-RJ	Lkb1	protein_coding
FBtr0334530	FBgn0038168	omd-RB	omd	protein_coding
FBtr0082848	FBgn0038168	omd-RA	omd	protein_coding
FBtr0334531	FBgn0038168	omd-RC	omd	protein_coding
FBtr0114604	FBgn0024555	flfl-RD	flfl	protein_coding
FBtr0082817	FBgn0024555	flfl-RB	flfl	protein_coding
FBtr0344783	FBgn0024555	flfl-RE	flfl	protein_coding
FBtr0082819	FBgn0038170	CG14367-RA	CG14367	protein_coding
FBtr0082846	FBgn0028487	f-cup-RA	f-cup	protein_coding
FBtr0334528	FBgn0028487	f-cup-RH	f-cup	protein_coding
FBtr0334526	FBgn0028487	f-cup-RF	f-cup	protein_coding
FBtr0112937	FBgn0028487	f-cup-RC	f-cup	protein_coding
FBtr0334529	FBgn0028487	f-cup-RI	f-cup	protein_coding
FBtr0112939	FBgn0028487	f-cup-RE	f-cup	protein_coding
FBtr0082847	FBgn0028487	f-cup-RB	f-cup	protein_coding
FBtr0334527	FBgn0028487	f-cup-RG	f-cup	protein_coding
FBtr0112938	FBgn0028487	f-cup-RD	f-cup	protein_coding
FBtr0082820	FBgn0002937	ninaB-RA	ninaB	protein_coding
FBtr0082845	FBgn0038172	Adgf-D-RA	Adgf-D	protein_coding
FBtr0082821	FBgn0038173	Adgf-C-RA	Adgf-C	protein_coding
FBtr0082844	FBgn0051469	CG31469-RA	CG31469	protein_coding
FBtr0091748	FBgn0040077	primo-1-RB	primo-1	protein_coding
FBtr0091747	FBgn0040077	primo-1-RA	primo-1	protein_coding
FBtr0091746	FBgn0040076	primo-2-RC	primo-2	protein_coding
FBtr0308934	FBgn0054044	FBtr0308934	CR34044	ncRNA
FBtr0112623	FBgn0085412	CG34383-RD	CG34383	protein_coding
FBtr0112624	FBgn0085412	CG34383-RE	CG34383	protein_coding
FBtr0329898	FBgn0085412	CG34383-RH	CG34383	protein_coding
FBtr0334567	FBgn0085412	CG34383-RJ	CG34383	protein_coding
FBtr0112622	FBgn0085412	CG34383-RB	CG34383	protein_coding
FBtr0290011	FBgn0085412	CG34383-RF	CG34383	protein_coding
FBtr0329899	FBgn0085412	CG34383-RI	CG34383	protein_coding
FBtr0334568	FBgn0085412	CG34383-RK	CG34383	protein_coding
FBtr0329897	FBgn0085412	CG34383-RG	CG34383	protein_coding
FBtr0334569	FBgn0085412	CG34383-RL	CG34383	protein_coding
FBtr0082838	FBgn0267383	Ubc87F-RA	Ubc87F	protein_coding
FBtr0082825	FBgn0038179	CG9312-RA	CG9312	protein_coding
FBtr0082826	FBgn0038180	Cht5-RA	Cht5	protein_coding
FBtr0333191	FBgn0038181	CG9297-RC	CG9297	protein_coding
FBtr0082828	FBgn0038181	CG9297-RB	CG9297	protein_coding
FBtr0082827	FBgn0038181	CG9297-RA	CG9297	protein_coding
FBtr0333192	FBgn0038181	CG9297-RD	CG9297	protein_coding
FBtr0333193	FBgn0038181	CG9297-RE	CG9297	protein_coding
FBtr0082829	FBgn0260464	CG9288-RA	CG9288	protein_coding
FBtr0299976	FBgn0259721	CG42375-RA	CG42375	protein_coding
FBtr0082830	FBgn0038183	CG9286-RA	CG9286	protein_coding
FBtr0082831	FBgn0000454	Dip-B-RA	Dip-B	protein_coding
FBtr0082832	FBgn0000454	Dip-B-RC	Dip-B	protein_coding
FBtr0082833	FBgn0000454	Dip-B-RB	Dip-B	protein_coding
FBtr0345229	FBgn0000454	Dip-B-RD	Dip-B	protein_coding
FBtr0346244	FBgn0267150	FBtr0346244	CR45590	ncRNA
FBtr0082834	FBgn0051588	FBtr0082834	tRNA:Phe-GAA-1-6	tRNA
FBtr0082836	FBgn0051331	FBtr0082836	tRNA:Phe-GAA-1-7	tRNA
FBtr0299997	FBgn0259730	tal-1A-RB	tal-1A	protein_coding
FBtr0299999	FBgn0259732	tal-3A-RA	tal-3A	protein_coding
FBtr0299996	FBgn0259733	tal-AA-RA	tal-AA	protein_coding
FBtr0299998	FBgn0259731	tal-2A-RA	tal-2A	protein_coding
FBtr0310042	FBgn0263650	FBtr0310042	CR43641	ncRNA
FBtr0310043	FBgn0263651	FBtr0310043	CR43642	ncRNA
FBtr0082884	FBgn0002862	Mst87F-RA	Mst87F	protein_coding
FBtr0346062	FBgn0002862	Mst87F-RB	Mst87F	protein_coding
FBtr0306832	FBgn0262992	FBtr0306832	CR43300	ncRNA
FBtr0344767	FBgn0266464	Nsf2-RC	Nsf2	protein_coding
FBtr0344766	FBgn0266464	Nsf2-RB	Nsf2	protein_coding
FBtr0082883	FBgn0266464	Nsf2-RA	Nsf2	protein_coding
FBtr0082882	FBgn0051495	CG31495-RA	CG31495	protein_coding
FBtr0344765	FBgn0051495	CG31495-RB	CG31495	protein_coding
FBtr0082881	FBgn0038186	CG14362-RA	CG14362	protein_coding
FBtr0347535	FBgn0267959	FBtr0347535	CR46239	ncRNA
FBtr0082880	FBgn0008646	E5-RA	E5	protein_coding
FBtr0082863	FBgn0000576	ems-RA	ems	protein_coding
FBtr0082879	FBgn0038188	Art9-RA	Art9	protein_coding
FBtr0082878	FBgn0038189	Art6-RA	Art6	protein_coding
FBtr0082864	FBgn0047199	CG31517-RA	CG31517	protein_coding
FBtr0344411	FBgn0047199	CG31517-RB	CG31517	protein_coding
FBtr0347152	FBgn0038190	CG9926-RB	CG9926	protein_coding
FBtr0082877	FBgn0038190	CG9926-RA	CG9926	protein_coding
FBtr0082865	FBgn0016672	Ipp-RA	Ipp	protein_coding
FBtr0082876	FBgn0038191	CG9925-RA	CG9925	protein_coding
FBtr0082866	FBgn0015270	Orc2-RA	Orc2	protein_coding
FBtr0334298	FBgn0264493	rdx-RF	rdx	protein_coding
FBtr0100361	FBgn0264493	rdx-RE	rdx	protein_coding
FBtr0301632	FBgn0264493	rdx-RA	rdx	protein_coding
FBtr0301634	FBgn0264493	rdx-RC	rdx	protein_coding
FBtr0301633	FBgn0264493	rdx-RB	rdx	protein_coding
FBtr0309198	FBgn0263414	FBtr0309198	CR43460	ncRNA
FBtr0309200	FBgn0263414	FBtr0309200	CR43460	ncRNA
FBtr0309199	FBgn0263414	FBtr0309199	CR43460	ncRNA
FBtr0089766	FBgn0038194	Cyp6d5-RA	Cyp6d5	protein_coding
FBtr0082869	FBgn0038195	CG3061-RA	CG3061	protein_coding
FBtr0334297	FBgn0038196	CG9922-RB	CG9922	protein_coding
FBtr0082870	FBgn0038196	CG9922-RA	CG9922	protein_coding
FBtr0082919	FBgn0011971	FBtr0082919	tRNA:Ser-GCT-2-2	tRNA
FBtr0082886	FBgn0038197	foxo-RB	foxo	protein_coding
FBtr0305052	FBgn0038197	foxo-RF	foxo	protein_coding
FBtr0346723	FBgn0038197	foxo-RH	foxo	protein_coding
FBtr0082887	FBgn0038197	foxo-RC	foxo	protein_coding
FBtr0337094	FBgn0038197	foxo-RG	foxo	protein_coding
FBtr0082888	FBgn0038198	Npc2b-RB	Npc2b	protein_coding
FBtr0082889	FBgn0038198	Npc2b-RA	Npc2b	protein_coding
FBtr0113232	FBgn0038199	CCHa1-RB	CCHa1	protein_coding
FBtr0082917	FBgn0038200	CG9920-RA	CG9920	protein_coding
FBtr0305681	FBgn0038201	PK1-R-RE	PK1-R	protein_coding
FBtr0100131	FBgn0038201	PK1-R-RD	PK1-R	protein_coding
FBtr0330081	FBgn0038202	CG12402-RB	CG12402	protein_coding
FBtr0082914	FBgn0038202	CG12402-RA	CG12402	protein_coding
FBtr0346767	FBgn0038202	CG12402-RC	CG12402	protein_coding
FBtr0337098	FBgn0265168	FBtr0337098	CR44237	ncRNA
FBtr0082890	FBgn0038203	Or88a-RA	Or88a	protein_coding
FBtr0301280	FBgn0038204	CG14357-RB	CG14357	protein_coding
FBtr0082912	FBgn0038205	Kif19A-RB	Kif19A	protein_coding
FBtr0307076	FBgn0020510	Abi-RC	Abi	protein_coding
FBtr0307077	FBgn0020510	Abi-RD	Abi	protein_coding
FBtr0337097	FBgn0020510	Abi-RF	Abi	protein_coding
FBtr0337096	FBgn0020510	Abi-RE	Abi	protein_coding
FBtr0082910	FBgn0020510	Abi-RA	Abi	protein_coding
FBtr0112896	FBgn0020510	Abi-RB	Abi	protein_coding
FBtr0082891	FBgn0038206	twf-RA	twf	protein_coding
FBtr0337095	FBgn0010340	140up-RB	140up	protein_coding
FBtr0082909	FBgn0010340	140up-RA	140up	protein_coding
FBtr0344600	FBgn0262955	RpII140-RB	RpII140	protein_coding
FBtr0082892	FBgn0262955	RpII140-RA	RpII140	protein_coding
FBtr0082908	FBgn0038207	CG14356-RA	CG14356	protein_coding
FBtr0082907	FBgn0038208	CG14355-RA	CG14355	protein_coding
FBtr0336994	FBgn0260226	CG42500-RB	CG42500	protein_coding
FBtr0300627	FBgn0260226	CG42500-RA	CG42500	protein_coding
FBtr0082906	FBgn0038209	CG9722-RA	CG9722	protein_coding
FBtr0452095	FBgn0265146	CG44215-RC	CG44215	protein_coding
FBtr0452094	FBgn0265146	CG44215-RB	CG44215	protein_coding
FBtr0082905	FBgn0051533	CG31533-RA	CG31533	protein_coding
FBtr0082904	FBgn0051327	CG31327-RA	CG31327	protein_coding
FBtr0082894	FBgn0038210	CG3199-RA	CG3199	protein_coding
FBtr0308191	FBgn0011582	Dop1R1-RD	Dop1R1	protein_coding
FBtr0290283	FBgn0011582	Dop1R1-RB	Dop1R1	protein_coding
FBtr0346763	FBgn0011582	Dop1R1-RF	Dop1R1	protein_coding
FBtr0301351	FBgn0011582	Dop1R1-RC	Dop1R1	protein_coding
FBtr0330711	FBgn0011582	Dop1R1-RE	Dop1R1	protein_coding
FBtr0082902	FBgn0038211	CG9649-RA	CG9649	protein_coding
FBtr0082901	FBgn0051326	CG31326-RA	CG31326	protein_coding
FBtr0082900	FBgn0053109	CG33109-RA	CG33109	protein_coding
FBtr0300406	FBgn0053329	Sp212-RC	Sp212	protein_coding
FBtr0082898	FBgn0027563	CG9631-RA	CG9631	protein_coding
FBtr0082897	FBgn0038213	CG9624-RA	CG9624	protein_coding
FBtr0347150	FBgn0262983	CG43291-RC	CG43291	protein_coding
FBtr0306819	FBgn0262983	CG43291-RA	CG43291	protein_coding
FBtr0346061	FBgn0262983	CG43291-RB	CG43291	protein_coding
FBtr0300059	FBgn0038214	CG9616-RB	CG9616	protein_coding
FBtr0347148	FBgn0027083	MetRS-m-RC	MetRS-m	protein_coding
FBtr0337021	FBgn0027083	MetRS-m-RB	MetRS-m	protein_coding
FBtr0082895	FBgn0027083	MetRS-m-RA	MetRS-m	protein_coding
FBtr0306052	FBgn0262808	CG43179-RA	CG43179	protein_coding
FBtr0082952	FBgn0038217	CG14840-RA	CG14840	protein_coding
FBtr0082951	FBgn0038218	CG14841-RA	CG14841	protein_coding
FBtr0082920	FBgn0038219	CG14839-RA	CG14839	protein_coding
FBtr0082947	FBgn0003862	trx-RA	trx	protein_coding
FBtr0082948	FBgn0003862	trx-RB	trx	protein_coding
FBtr0082950	FBgn0003862	trx-RD	trx	protein_coding
FBtr0082949	FBgn0003862	trx-RC	trx	protein_coding
FBtr0100277	FBgn0003862	trx-RE	trx	protein_coding
FBtr0347174	FBgn0267684	FBtr0347174	CR46020	ncRNA
FBtr0346236	FBgn0267156	FBtr0346236	CR45596	ncRNA
FBtr0082921	FBgn0285913	red-RB	red	protein_coding
FBtr0344157	FBgn0285913	red-RG	red	protein_coding
FBtr0309999	FBgn0285913	red-RF	red	protein_coding
FBtr0082922	FBgn0285913	red-RC	red	protein_coding
FBtr0082923	FBgn0285913	red-RA	red	protein_coding
FBtr0309997	FBgn0285913	red-RD	red	protein_coding
FBtr0309998	FBgn0285913	red-RE	red	protein_coding
FBtr0082924	FBgn0038221	CG3259-RA	CG3259	protein_coding
FBtr0310002	FBgn0003567	su(Hw)-RC	su(Hw)	protein_coding
FBtr0082946	FBgn0003567	su(Hw)-RA	su(Hw)	protein_coding
FBtr0082945	FBgn0003567	su(Hw)-RB	su(Hw)	protein_coding
FBtr0346348	FBgn0004855	RpII15-RC	RpII15	protein_coding
FBtr0082925	FBgn0004855	RpII15-RA	RpII15	protein_coding
FBtr0309995	FBgn0004855	RpII15-RB	RpII15	protein_coding
FBtr0082926	FBgn0051321	CG31321-RB	CG31321	protein_coding
FBtr0082927	FBgn0013767	Crz-RA	Crz	protein_coding
FBtr0082930	FBgn0011474	PR-Set7-RB	PR-Set7	protein_coding
FBtr0082929	FBgn0011474	PR-Set7-RA	PR-Set7	protein_coding
FBtr0309996	FBgn0011474	PR-Set7-RD	PR-Set7	protein_coding
FBtr0310001	FBgn0038223	Afti-RD	Afti	protein_coding
FBtr0310000	FBgn0038223	Afti-RC	Afti	protein_coding
FBtr0273391	FBgn0038223	Afti-RB	Afti	protein_coding
FBtr0303795	FBgn0038224	ATPsynE-RC	ATPsynE	protein_coding
FBtr0082931	FBgn0038224	ATPsynE-RA	ATPsynE	protein_coding
FBtr0082932	FBgn0038224	ATPsynE-RB	ATPsynE	protein_coding
FBtr0082933	FBgn0003480	spn-B-RA	spn-B	protein_coding
FBtr0306742	FBgn0024321	NK7.1-RC	NK7.1	protein_coding
FBtr0347151	FBgn0024321	NK7.1-RD	NK7.1	protein_coding
FBtr0082942	FBgn0024321	NK7.1-RB	NK7.1	protein_coding
FBtr0082941	FBgn0024321	NK7.1-RA	NK7.1	protein_coding
FBtr0082943	FBgn0051320	HEATR2-RA	HEATR2	protein_coding
FBtr0114334	FBgn0086058	FBtr0114334	snoRNA:Me18S-G1189	snoRNA
FBtr0343915	FBgn0266248	FBtr0343915	CR44943	ncRNA
FBtr0082940	FBgn0038225	soti-RA	soti	protein_coding
FBtr0112631	FBgn0285955	cv-c-RA	cv-c	protein_coding
FBtr0112630	FBgn0285955	cv-c-RC	cv-c	protein_coding
FBtr0112632	FBgn0285955	cv-c-RD	cv-c	protein_coding
FBtr0304501	FBgn0262327	FBtr0304501	mir-2281	pre_miRNA
FBtr0301081	FBgn0085417	natalisin-RD	natalisin	protein_coding
FBtr0112629	FBgn0085417	natalisin-RC	natalisin	protein_coding
FBtr0336796	FBgn0265065	FBtr0336796	CR44176	ncRNA
FBtr0336795	FBgn0265066	FBtr0336795	CR44177	ncRNA
FBtr0330045	FBgn0038233	HtrA2-RB	HtrA2	protein_coding
FBtr0082987	FBgn0038233	HtrA2-RA	HtrA2	protein_coding
FBtr0082953	FBgn0038234	mRpL11-RA	mRpL11	protein_coding
FBtr0082986	FBgn0038235	CG8461-RA	CG8461	protein_coding
FBtr0300330	FBgn0038237	Pde6-RB	Pde6	protein_coding
FBtr0345168	FBgn0038237	Pde6-RD	Pde6	protein_coding
FBtr0330048	FBgn0038237	Pde6-RC	Pde6	protein_coding
FBtr0112468	FBgn0085302	CG34273-RA	CG34273	protein_coding
FBtr0082954	FBgn0038236	Cyp313a1-RA	Cyp313a1	protein_coding
FBtr0347175	FBgn0267685	FBtr0347175	CR46021	ncRNA
FBtr0347176	FBgn0267686	FBtr0347176	CR46022	ncRNA
FBtr0347177	FBgn0267687	FBtr0347177	CR46023	ncRNA
FBtr0113233	FBgn0038238	CG14854-RB	CG14854	protein_coding
FBtr0082955	FBgn0038239	CG14850-RA	CG14850	protein_coding
FBtr0082956	FBgn0038240	CG14851-RA	CG14851	protein_coding
FBtr0082983	FBgn0038241	CG8087-RA	CG8087	protein_coding
FBtr0082957	FBgn0038242	CG14852-RA	CG14852	protein_coding
FBtr0082982	FBgn0051313	CG31313-RA	CG31313	protein_coding
FBtr0334961	FBgn0051313	CG31313-RC	CG31313	protein_coding
FBtr0334960	FBgn0051313	CG31313-RB	CG31313	protein_coding
FBtr0082981	FBgn0038243	CG8066-RA	CG8066	protein_coding
FBtr0334959	FBgn0038243	CG8066-RB	CG8066	protein_coding
FBtr0334954	FBgn0264904	FBtr0334954	CR44095	ncRNA
FBtr0082980	FBgn0004629	Cys-RA	Cys	protein_coding
FBtr0082978	FBgn0038244	CG7987-RA	CG7987	protein_coding
FBtr0082979	FBgn0038244	CG7987-RB	CG7987	protein_coding
FBtr0334958	FBgn0264903	CG44094-RA	CG44094	protein_coding
FBtr0112893	FBgn0020299	stumps-RC	stumps	protein_coding
FBtr0334956	FBgn0020299	stumps-RE	stumps	protein_coding
FBtr0082959	FBgn0020299	stumps-RB	stumps	protein_coding
FBtr0334955	FBgn0020299	stumps-RD	stumps	protein_coding
FBtr0334957	FBgn0020299	stumps-RF	stumps	protein_coding
FBtr0347423	FBgn0267865	FBtr0347423	CR46153	ncRNA
FBtr0334028	FBgn0038246	CG14853-RC	CG14853	protein_coding
FBtr0082960	FBgn0038246	CG14853-RB	CG14853	protein_coding
FBtr0082961	FBgn0038246	CG14853-RA	CG14853	protein_coding
FBtr0334030	FBgn0003169	put-RC	put	protein_coding
FBtr0082977	FBgn0003169	put-RA	put	protein_coding
FBtr0330227	FBgn0003169	put-RB	put	protein_coding
FBtr0082962	FBgn0013981	His4r-RA	His4r	protein_coding
FBtr0082963	FBgn0013981	His4r-RB	His4r	protein_coding
FBtr0082964	FBgn0013981	His4r-RC	His4r	protein_coding
FBtr0334029	FBgn0013981	His4r-RD	His4r	protein_coding
FBtr0082976	FBgn0038248	CG7886-RA	CG7886	protein_coding
FBtr0344279	FBgn0038247	Cad88C-RB	Cad88C	protein_coding
FBtr0344158	FBgn0086686	l(3)L1231-RD	l(3)L1231	protein_coding
FBtr0082975	FBgn0086686	l(3)L1231-RA	l(3)L1231	protein_coding
FBtr0304678	FBgn0086686	l(3)L1231-RC	l(3)L1231	protein_coding
FBtr0082966	FBgn0038250	CG3505-RA	CG3505	protein_coding
FBtr0082968	FBgn0038251	Hexim-RB	Hexim	protein_coding
FBtr0082967	FBgn0038251	Hexim-RA	Hexim	protein_coding
FBtr0082974	FBgn0025808	Rad17-RA	Rad17	protein_coding
FBtr0082969	FBgn0038252	BigH1-RA	BigH1	protein_coding
FBtr0301498	FBgn0265140	Meltrin-RC	Meltrin	protein_coding
FBtr0301499	FBgn0265140	Meltrin-RD	Meltrin	protein_coding
FBtr0344383	FBgn0262127	kibra-RB	kibra	protein_coding
FBtr0100008	FBgn0262127	kibra-RA	kibra	protein_coding
FBtr0083021	FBgn0038256	CG7530-RC	CG7530	protein_coding
FBtr0083019	FBgn0038256	CG7530-RA	CG7530	protein_coding
FBtr0083020	FBgn0038256	CG7530-RB	CG7530	protein_coding
FBtr0333277	FBgn0038256	CG7530-RD	CG7530	protein_coding
FBtr0336876	FBgn0011217	eff-RC	eff	protein_coding
FBtr0083018	FBgn0011217	eff-RA	eff	protein_coding
FBtr0310554	FBgn0011217	eff-RB	eff	protein_coding
FBtr0305690	FBgn0263929	jvl-RA	jvl	protein_coding
FBtr0305694	FBgn0263929	jvl-RF	jvl	protein_coding
FBtr0305692	FBgn0263929	jvl-RD	jvl	protein_coding
FBtr0305695	FBgn0263929	jvl-RG	jvl	protein_coding
FBtr0305693	FBgn0263929	jvl-RE	jvl	protein_coding
FBtr0305691	FBgn0263929	jvl-RC	jvl	protein_coding
FBtr0305689	FBgn0263929	jvl-RB	jvl	protein_coding
FBtr0083017	FBgn0038257	smp-30-RB	smp-30	protein_coding
FBtr0336878	FBgn0038257	smp-30-RD	smp-30	protein_coding
FBtr0336877	FBgn0038257	smp-30-RC	smp-30	protein_coding
FBtr0083016	FBgn0038257	smp-30-RA	smp-30	protein_coding
FBtr0331700	FBgn0038258	CG7362-RB	CG7362	protein_coding
FBtr0082991	FBgn0038260	CG14855-RA	CG14855	protein_coding
FBtr0082992	FBgn0038261	CG14856-RA	CG14856	protein_coding
FBtr0082993	FBgn0038262	CG14857-RA	CG14857	protein_coding
FBtr0334290	FBgn0266756	btsz-RG	btsz	protein_coding
FBtr0334291	FBgn0266756	btsz-RH	btsz	protein_coding
FBtr0334285	FBgn0266756	btsz-RB	btsz	protein_coding
FBtr0334292	FBgn0266756	btsz-RI	btsz	protein_coding
FBtr0334293	FBgn0266756	btsz-RJ	btsz	protein_coding
FBtr0334287	FBgn0266756	btsz-RD	btsz	protein_coding
FBtr0334288	FBgn0266756	btsz-RE	btsz	protein_coding
FBtr0334289	FBgn0266756	btsz-RF	btsz	protein_coding
FBtr0334286	FBgn0266756	btsz-RC	btsz	protein_coding
FBtr0347180	FBgn0267688	FBtr0347180	CR46024	ncRNA
FBtr0082994	FBgn0038266	CG3610-RA	CG3610	protein_coding
FBtr0344378	FBgn0038268	CG3631-RE	CG3631	protein_coding
FBtr0114533	FBgn0038268	CG3631-RD	CG3631	protein_coding
FBtr0082997	FBgn0038268	CG3631-RC	CG3631	protein_coding
FBtr0113235	FBgn0038269	Rrp6-RB	Rrp6	protein_coding
FBtr0346063	FBgn0038269	Rrp6-RC	Rrp6	protein_coding
FBtr0082998	FBgn0067628	CG33331-RA	CG33331	protein_coding
FBtr0082999	FBgn0067629	CG33332-RA	CG33332	protein_coding
FBtr0083010	FBgn0004597	CycC-RA	CycC	protein_coding
FBtr0083000	FBgn0038271	UQCR-C1-RA	UQCR-C1	protein_coding
FBtr0083001	FBgn0038271	UQCR-C1-RB	UQCR-C1	protein_coding
FBtr0083009	FBgn0038272	CG7265-RA	CG7265	protein_coding
FBtr0289976	FBgn0038273	CG14860-RB	CG14860	protein_coding
FBtr0083008	FBgn0038274	Nup93-2-RA	Nup93-2	protein_coding
FBtr0083003	FBgn0038275	CG3817-RA	CG3817	protein_coding
FBtr0290022	FBgn0262514	VhaPPA1-2-RB	VhaPPA1-2	protein_coding
FBtr0308031	FBgn0038277	RpS5b-RB	RpS5b	protein_coding
FBtr0083006	FBgn0038277	RpS5b-RA	RpS5b	protein_coding
FBtr0083005	FBgn0028662	VhaPPA1-1-RA	VhaPPA1-1	protein_coding
FBtr0308030	FBgn0028662	VhaPPA1-1-RB	VhaPPA1-1	protein_coding
FBtr0347477	FBgn0267918	FBtr0347477	CR46199	ncRNA
FBtr0083004	FBgn0038279	Sdr-RA	Sdr	protein_coding
FBtr0346103	FBgn0038279	Sdr-RB	Sdr	protein_coding
FBtr0346234	FBgn0267158	FBtr0346234	CR45598	ncRNA
FBtr0346233	FBgn0267159	FBtr0346233	CR45599	ncRNA
FBtr0083023	FBgn0038280	CG14861-RA	CG14861	protein_coding
FBtr0083024	FBgn0038281	RpL10Aa-RA	RpL10Aa	protein_coding
FBtr0343916	FBgn0266249	FBtr0343916	CR44944	ncRNA
FBtr0346114	FBgn0038282	dpr9-RB	dpr9	protein_coding
FBtr0089376	FBgn0038282	dpr9-RA	dpr9	protein_coding
FBtr0083042	FBgn0038285	CG6974-RA	CG6974	protein_coding
